Date,ret,vol,state,prob_S1,prob_S2,prob_S3,prob_S4,prob_S5,date_num
2015-06-03,0.0012305729491561834,0.0114412865831878,2,0.00012220321589308133,2.9634467655295465e-08,0.9996094949055264,0.0002682722432266323,7.372870498156819e-13,94
2015-06-04,-0.005857815436152158,0.011592803280789415,2,0.00010964653304744539,4.2020861676119706e-08,0.9995309112154886,0.0003594002301830223,3.821335618848106e-13,95
2015-06-05,-0.005503791972903738,0.011029336684774892,2,0.004123780417584335,3.267142836401692e-08,0.9957096272787005,0.00016655963219153514,2.729190407799319e-13,96
2015-06-08,-0.0066286664014589824,0.010406255636780543,2,0.10948008243759759,7.014257089592301e-08,0.8904256767766148,9.417064313743154e-05,7.525564342823563e-16,97
2015-06-09,-0.002978089806831896,0.008100301906490338,0,0.9662828255404898,1.128615865382266e-09,0.033716713872248553,4.5945860571790503e-07,1.8289407579180944e-18,98
2015-06-10,0.011393183208651791,0.006225424302691453,0,0.9999687259093755,5.513196537564596e-12,3.1273893738227635e-05,1.9144907788838606e-10,1.3017097396892601e-20,99
2015-06-11,-0.0022527459179966236,0.006223791590465996,0,0.9999978255042147,1.3585707594627188e-12,2.174480643612401e-06,1.3658403479348868e-11,5.1549753158229885e-23,100
2015-06-12,-0.01110444006557687,0.006169319687000423,0,0.9999969413512583,3.6372132744498424e-12,3.0586135889672654e-06,3.166266004261261e-11,9.559520937158618e-25,101
2015-06-15,-0.001967867673738244,0.005978944187063555,0,0.9999988374699961,9.743906752950392e-13,1.1625218029471389e-06,7.312681964013981e-12,2.189995687864873e-24,102
2015-06-16,0.005343474176214169,0.0064632006033255324,0,0.9999954529283666,1.88473773944239e-12,4.547046874833782e-06,2.2976198473249933e-11,4.161992903736279e-25,103
2015-06-17,-0.002353602337777705,0.006373210494062252,0,0.9999968485912721,1.675131106777478e-12,3.1513872167577847e-06,1.98222417128798e-11,1.3099953776894842e-24,104
2015-06-18,0.004545662730311761,0.00655468378085565,0,0.9999945184317939,2.0682469216123594e-12,5.481537937883352e-06,2.830213849467152e-11,8.353287982630839e-24,105
2015-06-19,-0.010059893910558504,0.0070318603573997895,0,0.9999751527470081,1.1114089501335942e-11,2.4846995190799143e-05,2.4649233277371783e-10,3.1068583671303697e-23,106
2015-06-22,0.007946416759202268,0.007377220405914054,0,0.9999523511748621,9.791993492214766e-12,4.764852725618326e-05,2.8791475567357217e-10,1.3478602675137742e-22,107
2015-06-23,-0.004555637892566189,0.007460837996695818,0,0.9999511746587934,1.1466887471432828e-11,4.882492550888732e-05,4.043895278682335e-10,3.9600513004065325e-23,108
2015-06-24,0.008465822413637358,0.006993574652149458,0,0.9999798117729042,5.3707422061738696e-12,2.0188113348153845e-05,1.0842991031925745e-10,7.485262647697178e-23,109
2015-06-25,-0.004772731165076927,0.007104298263501995,0,0.999979355476905,6.2321894527503146e-12,2.0644360116053423e-05,1.568719772322582e-10,2.72666810166825e-23,110
2015-06-26,-0.00589997045793611,0.006428174225090494,0,0.9999935817701467,2.600893719009267e-12,6.4181852520687385e-06,4.222599735981131e-11,1.7938893348621916e-20,111
2015-06-29,-0.017669677988794152,0.008466888457819432,0,0.9969698948477491,1.1047797284825498e-09,0.0030300264764178153,7.757124783165522e-08,2.6014299318569796e-20,112
2015-06-30,0.007201062124812196,0.008661626214374791,0,0.997246249894314,1.5557209633384607e-10,0.00275371970406906,3.0245869531028254e-08,1.2276520379399352e-17,113
2015-07-01,0.009284716206721555,0.009322974911641874,0,0.9911389760995898,8.405504994039161e-10,0.008860850597879819,1.724618866210653e-07,3.525421385104165e-18,114
2015-07-02,-0.0012646070935171672,0.009149457631302234,0,0.9910979347515253,4.679760978638829e-10,0.008901899186036977,1.6559452356474885e-07,1.531687023525868e-17,115
2015-07-06,-0.0034860059371224494,0.00865981489606739,0,0.9884221284770701,2.743868796832381e-10,0.011577734747135996,1.365013963598955e-07,7.247209473534686e-16,116
2015-07-07,-0.0024633023049944747,0.008145394954862752,0,0.9490176436947027,1.1514256536110368e-09,0.05098181886940667,5.362845344356087e-07,6.848103093455139e-14,117
2015-07-08,-0.02513644189354025,0.011072762834873092,2,0.0011466379031387708,2.9641041662372406e-06,0.9961225691767023,0.0027278288135999984,2.4856880341563855e-12,118
2015-07-09,-0.02060731873856092,0.011372969684755319,2,8.672043923497573e-06,7.233899111172623e-06,0.9425333482815511,0.05745073075812652,1.501736662598156e-08,119
2015-07-10,0.026383405322851772,0.015435194554022367,3,2.4274340658965633e-11,0.0006369908202435308,0.0016400950692312996,0.9977228772682806,3.681818573734465e-08,120
2015-07-13,0.01912159630083643,0.016934057972903364,3,3.2032594900914136e-15,0.00043961335691927495,3.8636005828505033e-07,0.9995594302616946,5.700212539506986e-07,121
2015-07-14,-0.0003979225209471693,0.015877321709924182,3,1.2276122513777119e-12,0.00011452412789174445,2.155212737997431e-05,0.9998636787548146,2.44988612605054e-07,122
2015-07-15,0.009587127314608868,0.016000596046727652,3,6.199445079486498e-13,0.00012657758319527888,1.073242184064144e-05,0.9998624310157602,2.58978408448705e-07,123
2015-07-16,0.01323768544305981,0.016271741350270708,3,1.3652372388852388e-13,0.00021784582434991278,3.9339804614035325e-06,0.9997778691037122,3.510913571600804e-07,124
2015-07-17,0.008600448380676085,0.016384336538749572,3,1.9105730404146614e-13,0.0011137750333938977,3.876026883048964e-06,0.9988813743391314,9.746005162593809e-07,125
2015-07-20,0.018724847485005913,0.016979770794866452,3,1.3394931557984999e-14,0.018747972899700083,4.345240332497311e-07,0.9812404003675815,1.11922087977706e-05,126
2015-07-21,-0.01004479566399441,0.017496786198460464,3,7.881844330561806e-15,0.16653363595717507,6.608837483929437e-07,0.8333901872181703,7.55159408574088e-05,127
2015-07-22,-0.04321480027809432,0.021346191193121852,1,3.5854240366913736e-31,0.9607701831081756,1.2998615625828074e-15,0.03860003541143397,0.0006297814802965598,128
2015-07-23,-0.0004795042696787988,0.019860307885727364,1,9.760549222321531e-21,0.8531174722629867,6.432461157924903e-12,0.1466678219473872,0.00021470578314345578,129
2015-07-24,-0.005287104642582641,0.018392128580942402,3,3.9010435105093473e-17,0.35628754736589474,7.663930517030086e-09,0.6435845281253191,0.00012791684492563778,130
2015-07-27,-0.013992875638313862,0.01773308680304766,3,1.384939035861718e-16,0.09557743298117262,8.445024096248862e-08,0.904368189932431,5.4292636094961387e-05,131
2015-07-28,0.004956363133642228,0.01787803488935418,3,2.5528824528694823e-16,0.022371843398804943,3.754592498896644e-08,0.9776169881558615,1.1130899279102324e-05,132
2015-07-29,-0.0031660548062584226,0.01742531733720422,3,1.1959541268103793e-15,0.0035423033443912257,2.1823854437419566e-07,0.9964551055618035,2.3728554535755647e-06,133
2015-07-30,-0.005053991209079456,0.016456803322543324,3,7.097765452649334e-14,0.0003662360533011273,4.391337139647011e-06,0.9996288780443459,4.945650378937474e-07,134
2015-07-31,-0.008782512944308873,0.015776847714796916,3,1.1186880850836766e-12,0.00011343251572240938,3.755162421155363e-05,0.9998487213061384,2.9455261831632e-07,135
2015-08-03,-0.023860347300423967,0.013794131908596161,3,9.688110551672005e-11,5.6982810677584026e-05,0.002299539492434035,0.9976425207968513,9.568033668274885e-07,136
2015-08-04,-0.03260947212339138,0.015392969805323089,3,4.099633631834129e-13,0.00030611810460183877,0.0024004194485967114,0.9972928387639959,6.236824535731352e-07,137
2015-08-05,0.006607564103220831,0.012340706555137968,2,2.0193870171240353e-05,7.89138112682984e-06,0.6483974193481622,0.35157420429794317,2.9110271023962614e-07,138
2015-08-06,0.0021737672789816642,0.01255107849023472,2,1.0997338514938216e-05,1.417004153014265e-05,0.7179743230833641,0.28199984741049755,6.621259119311258e-07,139
2015-08-07,0.0033814078098126643,0.013041473135483535,2,1.848046253775646e-05,0.0028383934584799674,0.6366827760948234,0.36044807515704486,1.22748269677018e-05,140
2015-08-10,0.03571240042143753,0.018446766353981205,1,3.69753621961972e-18,0.7912816748547558,9.61584517668496e-09,0.20853676722834036,0.00018154830111171165,141
2015-08-11,-0.053441141685807825,0.024294116355911645,1,1.1899658986331956e-45,0.9986664711348977,7.758111999388003e-27,9.081438503379738e-08,0.001333438050639488,142
2015-08-12,0.015302189970791247,0.025372343529018047,1,2.0132920822450157e-40,0.9996629713603986,6.015355170723747e-31,2.988598113131645e-09,0.0003370256511363369,143
2015-08-13,-0.0007810174376561285,0.025427034161431113,1,2.2884525201057535e-40,0.9997843535976921,1.8925227463468604e-30,2.660553185585593e-09,0.00021564374158760023,144
2015-08-14,0.007009638517556649,0.025698423106643168,1,2.411321303792521e-41,0.999781633797522,1.0358507077899307e-31,1.298487168777644e-09,0.00021836490380525728,145
2015-08-17,0.010295131185009687,0.02503417228030483,1,7.126771532733096e-39,0.9998122780153323,1.9111455956719063e-29,8.149170160356312e-09,0.00018771383557992523,146
2015-08-18,-0.005649139492596156,0.022535094324341302,1,3.910581914633359e-30,0.9996378343381075,8.918276840486658e-21,3.523039056070386e-06,0.00035864262305572415,147
2015-08-19,-0.012872474036827342,0.022936791450399594,1,3.785117304746414e-32,0.9954518666514751,5.011990287223239e-22,1.1742907306878996e-06,0.00454695905800787,148
2015-08-20,-0.020733486128125644,0.02383444311657487,1,8.183753550999977e-37,0.9344644763569127,1.935213455484888e-25,1.1904372090667158e-07,0.06553540459959044,149
2015-08-21,-0.06311314701544823,0.030464561050642585,4,3.0864400281293628e-77,0.3360615724420845,2.666999133208408e-54,2.009393784667144e-19,0.6639384275578633,150
2015-08-24,-0.02527893732955233,0.026389615567607688,4,1.9575981354608328e-47,0.3769759967673177,1.3542264133292361e-34,2.7172714305912746e-11,0.6230240032055399,151
2015-08-25,0.005994227936771512,0.023258733370892404,4,4.847391454943623e-34,0.37156266325584963,5.447023194969486e-25,4.868390554596209e-07,0.6284368499050814,152
2015-08-26,0.05577048024299902,0.03038305162245265,4,9.060626942118708e-73,0.019639649635851575,4.7080365834551465e-60,5.928300745194052e-19,0.9803603503642863,153
2015-08-27,0.029021626140233625,0.03224075674829928,4,7.063222970907734e-77,0.0005834084381429759,4.9528336048064896e-67,8.266150695720581e-23,0.999416591561994,154
2015-08-28,0.0032713350230144655,0.03214679067839617,4,5.873894894352344e-76,8.603160608561892e-05,8.615707534508526e-66,5.329895854451215e-23,0.9999139683938816,155
2015-08-31,-0.004689340539627107,0.0318407169473225,4,9.787204573349182e-78,8.074534962976191e-05,6.374344422142641e-67,1.8268958260377933e-22,0.9999192546501919,156
2015-09-01,-0.045726605586901226,0.03450611338724419,4,7.615032188574846e-104,4.371633931698604e-07,1.0018553236083797e-85,3.2970261913170315e-31,0.9999995628364605,157
2015-09-02,0.041995067433515665,0.03781935260281354,4,8.018255588438306e-122,5.642569423946139e-09,5.788778231089599e-113,3.0624788396884814e-39,0.9999999943574949,158
2015-09-03,-0.017691747268605784,0.03766698449039318,4,8.744447047358147e-116,1.6491647418258093e-08,3.4690233666486847e-104,1.7887084033905326e-38,0.9999999835081327,159
