Date,ret,vol
2015-01-16,-0.0078005736403721215,0.020736466570153267
2015-01-20,0.025430961880054337,0.020395046235756206
2015-01-21,0.007605206090331329,0.020443105290264222
2015-01-22,0.02568307659666491,0.02145141103277262
2015-01-23,0.005146601768692527,0.01799867856614027
2015-01-26,0.0010615991000868519,0.017998672273467988
2015-01-27,-0.03564084880606222,0.019923829434620705
2015-01-28,0.0549926996544019,0.0264889388522215
2015-01-29,0.0306585957017238,0.027507968347238863
2015-01-30,-0.01474223051202328,0.025928794806410103
2015-02-02,0.012468482716496698,0.025231593951741862
2015-02-03,0.00016904093314584756,0.024918535779676888
2015-02-04,0.007640097471161678,0.024918361636279397
2015-02-05,0.0071122054438652604,0.024197232888006605
2015-02-06,-0.008456613385424028,0.0246834115106114
2015-02-09,0.00662064847849031,0.02463423756618159
2015-02-10,0.019029164800901555,0.019970923730324653
2015-02-11,0.02316834652213995,0.013888159190733398
2015-02-12,0.012573007464202757,0.011661841477090023
2015-02-13,0.004890609409545554,0.009033972972743205
2015-02-17,0.005884732143890847,0.00895391466649393
2015-02-18,0.006938031341273021,0.008554584545655287
2015-02-19,-0.002099576987189433,0.00919863121586631
2015-02-20,0.00814079532887435,0.009198743226019844
2015-02-23,0.02666854139108432,0.009062299280436614
2015-02-24,-0.006260098232732325,0.010572197445191937
2015-02-25,-0.02590607512186338,0.014915170709411923
2015-02-26,0.012577100386885753,0.01385133954630619
2015-02-27,-0.01514267500240507,0.014763889682303761
2015-03-02,0.004892458506423392,0.014763935915607429
2015-03-03,0.0020893112394873015,0.01468926798734793
2015-03-04,-0.006359209593813642,0.014712936745021693
2015-03-05,-0.016709306603351237,0.01562616679900332
2015-03-06,0.0015017199639664192,0.015303999044056174
2015-03-09,0.0042560582515149825,0.011846527124391229
2015-03-10,-0.020902671419728236,0.012941720754743436
2015-03-11,-0.018399429072668116,0.011826555831980414
2015-03-12,0.01791779156194373,0.012800050078938202
2015-03-13,-0.006934631716392303,0.012308723141136983
2015-03-16,0.010944087906537447,0.012920669232087692
2015-03-17,0.01658827157813736,0.014324800641352548
2015-03-18,0.011193465660947588,0.014773756687293207
2015-03-19,-0.007579094392160535,0.01388554480143449
2015-03-20,-0.012628396747988102,0.014517397333792372
2015-03-23,0.010351216073978264,0.014865586489550405
2015-03-24,-0.004096088081203764,0.013075126186677652
2015-03-25,-0.026473817576798897,0.014615305974867019
2015-03-26,0.006946047304379643,0.013572834924645309
2015-03-27,-0.008000357360482102,0.013635898965727552
2015-03-30,0.02499938535942281,0.015515670444215141
2015-03-31,-0.015470960898412489,0.015277007483984856
2015-04-01,-0.0014475044142656657,0.01456335977768564
2015-04-02,0.00857451022668787,0.014932118193666513
2015-04-06,0.016068759161505852,0.015355315258761985
2015-04-07,-0.010577915684517603,0.01538738957959218
2015-04-08,-0.003258913381198436,0.015370625860244826
2015-04-09,0.007614084454393044,0.012588032844785366
2015-04-10,0.004257940362095702,0.01251207396041334
2015-04-13,-0.0019691452152050815,0.012100272316035103
2015-04-14,-0.004344989156360501,0.009395720413313014
2015-04-15,0.0037932898355186317,0.0077069833928031855
2015-04-16,-0.004823076375669366,0.007938913681370476
2015-04-17,-0.011318784463195009,0.008454232432119072
2015-04-20,0.022588729631996873,0.009983351039103687
2015-04-21,-0.0054220344958215705,0.009485844219576127
2015-04-22,0.013383666019475271,0.010148597250924577
2015-04-23,0.0081308765332051,0.010179503569111795
2015-04-24,0.004693067787636451,0.01018912197697586
2015-04-27,0.018028234988285874,0.011138923795190936
2015-04-28,-0.015881187522249984,0.012648494605275238
2015-04-29,-0.014815092642914696,0.013879596685031413
2015-04-30,-0.027504743850369717,0.016605423728961843
2015-05-01,0.0299117642865947,0.018694026686707072
2015-05-04,-0.001941000286089789,0.01745151276867788
2015-05-05,-0.022790496099705404,0.01894628724798026
2015-05-06,-0.006299725673736045,0.018311785133371162
2015-05-07,0.006166469541559749,0.018191075071695383
2015-05-08,0.018665427671602508,0.019350942799319593
2015-05-11,-0.010238839355924956,0.018187259048474028
2015-05-12,-0.0035685119560713296,0.017740388132187413
2015-05-13,0.0011113221206739965,0.017295232108639133
2015-05-14,0.023063686114004778,0.016256928040414773
2015-05-15,-0.0013970136358598673,0.013338351823818515
2015-05-18,0.01096748006894499,0.013719026580705389
2015-05-19,-0.0009226025810238347,0.010847182866048551
2015-05-20,-7.676887801322252e-05,0.010374475529038668
2015-05-21,0.010174075192709964,0.010527556176754807
2015-05-22,0.00871410810551021,0.009487950847610538
2015-05-26,-0.022276997261217346,0.011917322948896468
2015-05-27,0.018497688299629278,0.012671620465903527
2015-05-28,-0.0019709206398372814,0.012807676899140667
2015-05-29,-0.011447974543385087,0.011857405589111355
2015-06-01,0.001993656104656516,0.01182886101621463
2015-06-02,-0.004453093035753142,0.011436618237376699
2015-06-03,0.0012305729491561834,0.0114412865831878
2015-06-04,-0.005857815436152158,0.011592803280789415
2015-06-05,-0.005503791972903738,0.011029336684774892
2015-06-08,-0.0066286664014589824,0.010406255636780543
2015-06-09,-0.002978089806831896,0.008100301906490338
2015-06-10,0.011393183208651791,0.006225424302691453
2015-06-11,-0.0022527459179966236,0.006223791590465996
2015-06-12,-0.01110444006557687,0.006169319687000423
2015-06-15,-0.001967867673738244,0.005978944187063555
2015-06-16,0.005343474176214169,0.0064632006033255324
